,id,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Unnamed: 18,Unnamed: 19,Car_cancellation
31,132753,16599,12,,2,269.0,293.0,,,1/4/2013 8:30,,0,0,1/4/2013 7:49,12.9744,77.69183,12.849482,77.663187,,,0
32,132765,15235,85,,2,977.0,393.0,,,1/5/2013 14:45,,0,0,1/4/2013 9:50,12.969933,77.533286,13.19956,77.70688,,,0
33,132774,18939,12,,2,571.0,585.0,,,1/4/2013 18:30,,0,0,1/4/2013 10:57,12.95185,77.69642,12.97677,77.5727,,,0
34,132779,20764,12,1.0,3,172.0,,,,1/4/2013 13:30,,0,0,1/4/2013 12:22,12.97091,77.6305,,,,,0
35,132789,19545,12,,2,1068.0,105.0,,,1/4/2013 17:00,,1,0,1/4/2013 14:28,13.044009,77.606805,13.01766,77.64503,,,0
36,132803,22333,12,,2,1120.0,585.0,,,1/5/2013 4:45,,0,0,1/4/2013 16:41,12.89724,77.61065,12.97677,77.5727,,,0
37,132805,21323,12,,2,83.0,776.0,,,1/4/2013 17:45,,0,0,1/4/2013 16:46,12.92415,77.67229,13.01508,77.67796,,,0
38,132811,92,12,,2,585.0,693.0,,,1/4/2013 21:15,,1,0,1/4/2013 18:00,12.97677,77.5727,12.90868,77.60398,,,0
39,132818,815,85,,2,393.0,271.0,,,1/4/2013 22:30,,1,0,1/4/2013 18:32,13.19956,77.70688,12.95641,77.64076,,,0
40,132819,6026,12,,2,105.0,1120.0,,,1/5/2013 8:15,,0,0,1/4/2013 18:40,13.01766,77.64503,12.89724,77.61065,,,0
41,132821,22339,12,1.0,3,1263.0,,,,1/4/2013 21:30,,0,0,1/4/2013 18:52,12.96897,77.59456,,,,,0
42,132822,17826,28,,2,689.0,393.0,,,1/12/2013 3:30,,1,0,1/4/2013 18:55,12.97672,77.64927,13.19956,77.70688,,,0
43,132823,22342,12,,2,776.0,849.0,,,1/4/2013 19:30,,0,0,1/4/2013 18:57,13.01508,77.67796,12.95434,77.60072,,,0
44,132830,22297,12,,2,1010.0,1166.0,,,1/4/2013 23:00,,0,0,1/4/2013 19:43,12.96691,77.74935,12.997198,77.669514,,,0
45,132838,4491,54,,1,292.0,,,32.0,1/5/2013 6:30,1/5/2013,1,0,1/4/2013 20:45,12.93944,77.62923,,,,,0
46,132839,22350,12,,2,136.0,585.0,,,1/5/2013 8:00,,0,0,1/4/2013 20:51,12.90796,77.62418,12.97677,77.5727,,,0
47,132842,22353,12,,2,824.0,393.0,,,1/5/2013 1:00,,0,0,1/4/2013 21:08,13.06557,77.58646,13.19956,77.70688,,,0
48,132844,22356,12,,2,393.0,1189.0,,,1/5/2013 1:30,,1,0,1/4/2013 21:24,13.19956,77.70688,12.91873,77.61494,,,0
49,132845,9506,12,,2,572.0,601.0,,,1/5/2013 6:30,,0,0,1/4/2013 21:33,12.91873,77.61494,13.02434,77.56593,,,0
50,132848,14760,12,,2,1010.0,571.0,,,1/5/2013 0:30,,0,0,1/4/2013 22:20,12.96691,77.74935,12.95185,77.69642,,,0
51,132852,22361,12,,2,1331.0,1238.0,,,1/5/2013 5:00,,0,0,1/4/2013 22:59,12.896203,77.598108,12.92323,77.59203,,,0
52,132854,18577,12,,2,1010.0,1189.0,,,1/5/2013 5:30,,0,0,1/4/2013 23:23,12.96691,77.74935,12.91873,77.61494,,,0
53,132855,22362,12,,2,768.0,393.0,,,1/5/2013 5:30,,0,0,1/4/2013 23:26,12.98999,77.55332,13.19956,77.70688,,,0
54,132859,21864,12,,2,1384.0,1063.0,,,1/5/2013 9:15,,1,0,1/5/2013 0:11,13.02853,77.54625,12.934477,77.611284,,,0
55,132866,16,28,,2,1063.0,52.0,,,1/5/2013 14:00,,0,0,1/5/2013 9:14,12.934477,77.611284,12.94329,77.54281,,,0
56,132867,59,12,,2,293.0,601.0,,,1/5/2013 16:30,,0,0,1/5/2013 9:18,12.849482,77.663187,13.02434,77.56593,,,0
57,132869,21542,12,,2,1371.0,136.0,,,1/6/2013 4:45,,0,0,1/5/2013 9:33,13.000418,77.674835,12.90796,77.62418,,,0
58,132873,22370,12,,2,1089.0,1010.0,,,1/5/2013 12:30,,0,0,1/5/2013 10:44,12.99517,77.731147,12.96691,77.74935,,,0
59,132875,22370,12,,2,1089.0,994.0,,,1/5/2013 20:00,,0,0,1/5/2013 10:49,12.99517,77.731147,12.93965,77.74657,,,0
60,132879,2422,12,,2,571.0,452.0,,,1/5/2013 19:45,,0,0,1/5/2013 10:53,12.95185,77.69642,12.95278,77.59088,,,0
61,132880,22374,12,,2,541.0,1165.0,,,1/5/2013 12:30,,0,0,1/5/2013 11:22,12.93524,77.61997,12.990947,77.687112,,,0
62,132883,4751,12,2.0,3,58.0,,,,1/5/2013 12:45,,0,0,1/5/2013 11:46,12.88963,77.60119,,,,,0
63,132885,21717,12,1.0,3,1255.0,,,,1/6/2013 6:30,1/6/2013,1,0,1/5/2013 11:53,13.016558,77.621498,,,,,0
64,132890,6449,12,,2,977.0,393.0,,,1/7/2013 4:45,,0,0,1/5/2013 12:49,12.969933,77.533286,13.19956,77.70688,,,0
65,132898,22382,28,,2,1061.0,1021.0,,,1/5/2013 17:00,,0,0,1/5/2013 14:04,12.924878,77.566255,13.02853,77.54625,,,0
66,132901,22383,12,,2,293.0,296.0,,,1/6/2013 8:00,,0,0,1/5/2013 15:02,12.849482,77.663187,12.96662,77.59868,,,0
67,132917,14257,12,,2,1257.0,1053.0,,,1/6/2013 3:00,,0,0,1/5/2013 17:03,12.934477,77.611284,12.912799,77.589784,,,0
68,132918,2053,12,1.0,3,1373.0,,,,1/5/2013 18:15,,0,0,1/5/2013 17:12,13.037255,77.58166,,,,,0
69,132923,21105,23,2.0,3,949.0,,,,1/5/2013 21:45,,0,0,1/5/2013 17:55,12.98275,77.61582,,,,,0
70,132928,7995,12,,2,1086.0,1384.0,,,1/5/2013 20:30,,1,0,1/5/2013 18:56,12.907487,77.64729,13.02853,77.54625,,,0
71,132930,24916,12,1.0,3,1383.0,,,,1/6/2013 7:00,,0,0,1/5/2013 19:14,12.930451,77.685822,,,,,0
72,132935,22395,12,,2,784.0,571.0,,,1/5/2013 23:00,,0,0,1/5/2013 19:38,12.96634,77.60709,12.95185,77.69642,,,0
73,132942,20720,12,1.0,3,1056.0,,,,1/6/2013 10:30,,0,0,1/5/2013 20:41,12.919199,77.60931,,,,,0
74,132945,33981,12,,2,689.0,585.0,,,1/7/2013 5:00,,1,0,1/5/2013 20:58,12.97672,77.64927,12.97677,77.5727,,,0
75,132946,22400,12,,2,450.0,393.0,,,1/6/2013 3:30,,0,0,1/5/2013 20:59,12.9334,77.62652,13.19956,77.70688,,,0
76,132953,22403,12,,2,585.0,1301.0,,,1/6/2013 4:15,,0,0,1/5/2013 21:25,12.97677,77.5727,12.937222,77.626915,,,0
77,132958,19414,28,,2,949.0,393.0,,,1/14/2013 4:45,,0,0,1/5/2013 22:43,12.98275,77.61582,13.19956,77.70688,,,0
78,132965,22413,12,,2,1388.0,393.0,,,1/6/2013 3:45,,0,0,1/6/2013 0:03,12.919722,77.592806,13.19956,77.70688,,,0
79,132972,1649,12,,2,393.0,344.0,,,1/6/2013 9:30,,0,0,1/6/2013 6:04,13.19956,77.70688,12.94788,77.67092,,,0
80,132975,22419,87,2.0,3,571.0,,,,1/6/2013 9:00,,0,0,1/6/2013 7:54,12.95185,77.69642,,,,,0
81,132981,15800,12,,2,601.0,689.0,,,1/6/2013 11:30,,0,0,1/6/2013 8:31,13.02434,77.56593,12.97672,77.64927,,,0
82,132984,33981,12,,2,689.0,410.0,,,1/6/2013 10:00,,0,0,1/6/2013 8:48,12.97672,77.64927,13.05121,77.54113,,,0
83,132985,15400,12,1.0,3,479.0,,,,1/6/2013 11:00,,0,0,1/6/2013 9:13,13.02298,77.60922,,,,,0
84,132988,4778,12,,2,1136.0,393.0,,,1/6/2013 16:15,,1,0,1/6/2013 9:24,12.99049,77.69798,13.19956,77.70688,,,0
85,132995,22428,12,,2,83.0,1063.0,,,1/6/2013 12:15,,0,0,1/6/2013 10:16,12.92415,77.67229,12.934477,77.611284,,,0
86,133008,21858,12,,2,1181.0,58.0,,,1/6/2013 14:30,,0,0,1/6/2013 12:27,12.97896,77.67345,12.88963,77.60119,,,0
87,133021,22444,12,,2,150.0,393.0,,,1/7/2013 3:00,,0,0,1/6/2013 14:28,12.89724,77.61065,13.19956,77.70688,,,0
88,133023,8467,12,1.0,3,471.0,,,,1/6/2013 18:00,1/6/2013,1,0,1/6/2013 15:08,13.01854,77.63524,,,,,0
89,133026,22428,12,,2,1281.0,83.0,,,1/6/2013 16:15,,0,0,1/6/2013 15:32,12.934634,77.611283,12.92415,77.67229,,,0
90,133038,22449,12,,2,1262.0,1192.0,,,1/6/2013 21:00,,0,0,1/6/2013 18:11,12.81575,77.68465,12.97677,77.5727,,,0
91,133045,22453,12,,2,822.0,393.0,,,1/6/2013 20:15,,0,0,1/6/2013 19:50,13.01024,77.58056,13.19956,77.70688,,,0
92,133046,22454,12,,2,1010.0,571.0,,,1/6/2013 21:30,,1,0,1/6/2013 19:54,12.96691,77.74935,12.95185,77.69642,,,0
93,133050,22458,12,,2,1192.0,396.0,,,1/6/2013 22:30,,0,0,1/6/2013 20:28,12.97677,77.5727,12.92073,77.66482,,,0
94,133054,22451,65,,2,974.0,393.0,,,1/6/2013 23:30,,0,0,1/6/2013 20:54,13.07557,77.55904,13.19956,77.70688,,,0
95,133055,15932,12,,2,1191.0,1038.0,,,1/7/2013 8:00,,1,0,1/6/2013 21:41,13.03017,77.56684,12.981266,77.637162,,,0
96,133057,22461,12,1.0,3,149.0,,,,1/7/2013 8:30,,0,0,1/6/2013 22:10,12.93022,77.56039,,,,,0
97,133068,22465,12,,2,1010.0,176.0,,,1/7/2013 5:30,,0,0,1/7/2013 5:05,12.96691,77.74935,12.9073,77.69512,,,0
98,133069,12973,12,,2,137.0,97.0,,,1/7/2013 10:00,,0,0,1/7/2013 7:00,12.81575,77.68465,12.97943,77.66125,,,0
99,133070,17664,12,,2,767.0,221.0,,,1/7/2013 11:30,,1,0,1/7/2013 7:07,12.9122,77.51043,12.98541,77.57891,,,0
100,133089,17225,24,,2,391.0,393.0,,,1/7/2013 12:30,,0,0,1/7/2013 10:42,12.98099,77.60209,13.19956,77.70688,,,0
101,133104,19387,12,,2,1068.0,776.0,,,1/7/2013 17:30,,1,0,1/7/2013 13:59,13.044009,77.606805,13.01508,77.67796,,,0
102,133111,19424,24,,2,393.0,458.0,,,1/7/2013 18:30,,0,0,1/7/2013 15:55,13.19956,77.70688,13.00037,77.72746,,,0
103,133140,22497,12,,2,1056.0,393.0,,,1/12/2013 3:30,,1,0,1/7/2013 19:55,12.919199,77.60931,13.19956,77.70688,,,0
104,133141,22498,12,,2,1058.0,1063.0,,,1/7/2013 21:30,,0,0,1/7/2013 20:11,12.914535,77.631658,12.934477,77.611284,,,0
105,133151,22504,12,,2,1390.0,393.0,,,1/8/2013 7:45,,0,0,1/7/2013 23:15,12.969368,77.641302,13.19956,77.70688,,,0
106,133153,22506,12,,2,1058.0,585.0,,,1/8/2013 0:00,,0,0,1/7/2013 23:23,12.914535,77.631658,12.97677,77.5727,,,0
107,133154,22507,12,,2,297.0,142.0,,,1/8/2013 0:00,,0,0,1/7/2013 23:44,12.99789,77.61488,12.91281,77.60923,,,0
108,133164,22514,12,2.0,3,393.0,,,,1/8/2013 9:00,,0,0,1/8/2013 7:57,13.19956,77.70688,,,,,0
109,133168,22517,12,,2,1102.0,1010.0,,,1/8/2013 10:00,,0,0,1/8/2013 8:51,12.93652,77.54481,12.96691,77.74935,,,0
110,133169,21282,12,,2,393.0,1175.0,,,1/8/2013 11:30,,0,0,1/8/2013 8:59,13.19956,77.70688,12.959979,77.647998,,,0
111,133171,22518,12,,2,1057.0,392.0,,,1/8/2013 10:00,,0,0,1/8/2013 9:28,12.916156,77.643803,12.986284,77.735245,,,0
112,133176,5322,12,,2,455.0,61.0,,,1/9/2013 6:00,,0,0,1/8/2013 10:42,12.999874,77.67812,12.96298,77.71229,,,0
113,133178,1256,12,1.0,3,58.0,,,,1/8/2013 13:00,,0,0,1/8/2013 11:35,12.88963,77.60119,,,,,0
114,133183,21626,12,1.0,3,410.0,,,,1/9/2013 15:00,,0,0,1/8/2013 12:54,13.05121,77.54113,,,,,0
115,133187,21889,12,,2,83.0,393.0,,,1/8/2013 23:45,,1,0,1/8/2013 14:17,12.92415,77.67229,13.19956,77.70688,,,0
116,133188,1489,28,1.0,3,297.0,,,,1/8/2013 16:00,1/8/2013,0,0,1/8/2013 14:21,12.99789,77.61488,,,,,0
117,133209,22530,12,,2,1032.0,393.0,,,1/8/2013 18:15,,0,0,1/8/2013 17:19,12.913301,77.685592,13.19956,77.70688,,,0
118,133211,6474,65,,1,142.0,,1.0,131.0,1/19/2013 4:00,1/20/2013,1,0,1/8/2013 18:12,12.91281,77.60923,,,,,0
119,133218,33008,85,,2,1021.0,1010.0,,,1/9/2013 7:15,,0,0,1/8/2013 19:19,13.02853,77.54625,12.96691,77.74935,,,0
120,133226,18027,12,,2,1010.0,136.0,,,1/9/2013 22:00,,0,0,1/8/2013 20:27,12.96691,77.74935,12.90796,77.62418,,,0
121,133233,13669,12,,2,1165.0,585.0,,,1/9/2013 15:00,,1,0,1/8/2013 21:22,12.990947,77.687112,12.97677,77.5727,,,0
122,133243,864,12,,2,1084.0,1378.0,,,1/9/2013 7:15,,0,0,1/8/2013 22:49,12.892657,77.581866,12.827912,77.679642,,,0
123,133246,22549,28,,2,949.0,1102.0,,,1/9/2013 8:00,,0,0,1/9/2013 0:05,12.98275,77.61582,12.93652,77.54481,,,0
124,133253,21520,12,,2,1096.0,1021.0,,,1/10/2013 15:15,,0,0,1/9/2013 9:03,12.96519,77.71932,13.02853,77.54625,,,0
125,133260,22558,12,,2,1189.0,393.0,,,1/9/2013 11:00,,0,0,1/9/2013 10:23,12.91873,77.61494,13.19956,77.70688,,,0
126,133275,22565,12,,2,83.0,585.0,,,1/9/2013 16:30,,1,0,1/9/2013 12:46,12.92415,77.67229,12.97677,77.5727,,,0
127,133291,81,28,,2,97.0,484.0,,,1/11/2013 7:15,,1,0,1/9/2013 15:58,12.97943,77.66125,12.90013,77.48279,,,0
128,133298,22579,12,,2,253.0,793.0,,,1/9/2013 17:45,,0,0,1/9/2013 17:22,12.97635,77.61468,13.02239,77.59492,,,0
129,133301,22581,12,,2,542.0,585.0,,,1/9/2013 22:00,,0,0,1/9/2013 18:04,12.93823,77.62289,12.97677,77.5727,,,0
130,133302,22582,12,,2,1194.0,570.0,,,1/9/2013 20:00,,0,0,1/9/2013 18:14,13.00446,77.56923,12.94832,77.5882,,,0
131,133319,81,12,,2,97.0,206.0,,,1/10/2013 20:00,,1,0,1/9/2013 20:05,12.97943,77.66125,12.97561,77.60233,,,0
132,133330,22600,12,,2,1186.0,393.0,,,1/10/2013 6:45,,0,0,1/9/2013 21:52,13.00983,77.62967,13.19956,77.70688,,,0
133,133341,16829,28,1.0,3,832.0,,,,1/10/2013 11:30,1/10/2013,1,0,1/9/2013 23:59,12.88019,77.64558,,,,,0
134,133343,19489,24,,2,308.0,393.0,,,1/10/2013 17:30,1/10/2013,1,0,1/10/2013 0:14,12.99049,77.69798,13.19956,77.70688,,,0
135,133344,22609,12,,2,492.0,585.0,,,1/10/2013 18:45,,1,0,1/10/2013 0:30,12.851218,77.521664,12.97677,77.5727,,,0
136,133345,22610,12,1.0,3,448.0,,,,1/11/2013 13:30,1/11/2013,1,0,1/10/2013 0:59,12.92732,77.63575,,,,,0
137,133348,22612,85,,2,1230.0,293.0,,,1/10/2013 14:30,,0,0,1/10/2013 5:41,13.02239,77.59492,12.849482,77.663187,,,0
138,133349,564,65,2.0,3,1305.0,,,,1/10/2013 8:45,1/10/2013,1,0,1/10/2013 7:02,12.964789,77.598602,,,,,0
139,133359,22620,12,,2,570.0,393.0,,,1/11/2013 5:30,,0,0,1/10/2013 9:40,12.94832,77.5882,13.19956,77.70688,,,0
140,133365,1870,12,1.0,3,352.0,,,,1/10/2013 12:00,,0,0,1/10/2013 11:07,13.03369,77.62821,,,,,0
141,133369,22564,12,,2,585.0,571.0,,,1/10/2013 12:30,,0,0,1/10/2013 12:01,12.97677,77.5727,12.95185,77.69642,,,0
142,133380,22634,12,,2,1096.0,458.0,,,1/10/2013 15:15,,0,0,1/10/2013 14:11,12.96519,77.71932,13.00037,77.72746,,,0
143,133409,22650,12,,2,1102.0,1147.0,,,1/10/2013 19:00,,0,0,1/10/2013 18:25,12.93652,77.54481,13.03064,77.6491,,,0
144,133414,8769,12,,2,393.0,83.0,,,1/12/2013 0:30,,1,0,1/10/2013 19:00,13.19956,77.70688,12.92415,77.67229,,,0
145,133423,3725,12,,2,1017.0,585.0,,,1/11/2013 6:30,,0,0,1/10/2013 19:30,13.11084,77.60074,12.97677,77.5727,,,0
146,133425,7071,28,,2,689.0,105.0,,,1/11/2013 6:30,,0,0,1/10/2013 19:50,12.97672,77.64927,13.01766,77.64503,,,0
147,133427,22656,12,1.0,3,689.0,,,,1/10/2013 21:00,,0,0,1/10/2013 20:07,12.97672,77.64927,,,,,0
148,133428,22657,12,2.0,3,824.0,,,,1/11/2013 8:30,,0,0,1/10/2013 20:09,13.06557,77.58646,,,,,0
149,133430,22660,12,,2,1026.0,218.0,,,1/13/2013 5:30,,0,0,1/10/2013 20:48,13.10482,77.57631,12.96799,77.58882,,,0
150,133435,22664,12,,2,776.0,393.0,,,1/11/2013 9:00,,1,0,1/10/2013 21:14,13.01508,77.67796,13.19956,77.70688,,,0
151,133437,22666,12,,2,89.0,1107.0,,,1/13/2013 7:00,,0,0,1/10/2013 21:32,12.96519,77.71932,12.98411,77.532871,,,0
152,133441,22670,12,,2,1263.0,1373.0,,,1/10/2013 23:15,,0,0,1/10/2013 22:03,12.96897,77.59456,13.037255,77.58166,,,0
153,133444,16504,12,,2,571.0,585.0,,,1/11/2013 6:45,,1,0,1/10/2013 22:22,12.95185,77.69642,12.97677,77.5727,,,0
154,133447,19124,12,,2,1038.0,788.0,,,1/11/2013 9:00,,0,0,1/10/2013 22:50,12.981266,77.637162,12.92471,77.49867,,,0
155,133452,22675,12,1.0,3,463.0,,,,1/11/2013 10:00,1/11/2013,1,0,1/10/2013 23:11,12.96037,77.58132,,,,,0
156,133460,12827,12,,2,793.0,1038.0,,,1/11/2013 8:15,,0,0,1/11/2013 6:20,13.02239,77.59492,12.981266,77.637162,,,0
157,133463,24527,12,,2,1120.0,393.0,,,1/11/2013 10:00,,1,0,1/11/2013 7:06,12.89724,77.61065,13.19956,77.70688,,,0
158,133465,22664,12,2.0,3,776.0,,,,1/11/2013 9:00,,0,0,1/11/2013 7:59,13.01508,77.67796,,,,,0
159,133467,26148,12,2.0,3,571.0,,,,1/11/2013 10:30,,0,0,1/11/2013 8:04,12.95185,77.69642,,,,,0
160,133472,22683,65,,2,833.0,393.0,,,1/11/2013 23:45,,0,0,1/11/2013 8:30,12.95862,77.69602,13.19956,77.70688,,,0
161,133480,22685,12,2.0,3,115.0,,,,1/11/2013 10:30,,0,0,1/11/2013 9:07,12.99319,77.54472,,,,,0
162,133489,22687,12,,2,344.0,393.0,,,1/11/2013 16:30,,0,0,1/11/2013 10:22,12.94788,77.67092,13.19956,77.70688,,,0
163,133501,4942,12,,2,353.0,1021.0,,,1/11/2013 21:45,,0,0,1/11/2013 11:49,13.03241,77.59914,13.02853,77.54625,,,0
164,133506,22694,12,1.0,3,142.0,,,,1/11/2013 15:00,,0,0,1/11/2013 12:31,12.91281,77.60923,,,,,0
165,133510,21029,12,,2,1189.0,85.0,,,1/12/2013 6:30,,1,0,1/11/2013 13:13,12.91873,77.61494,12.95755,77.71803,,,0
166,133521,22989,12,,2,1083.0,393.0,,,1/12/2013 5:00,,1,0,1/11/2013 14:15,12.900648,77.589183,13.19956,77.70688,,,0
167,133524,20720,12,,2,1010.0,1358.0,,,1/11/2013 15:45,,0,0,1/11/2013 14:41,12.96691,77.74935,12.933609,77.61656,,,0
168,133540,22712,12,,2,391.0,1214.0,,,1/11/2013 22:30,,1,0,1/11/2013 16:59,12.98099,77.60209,12.97672,77.64927,,,0
169,133542,17854,12,,2,1161.0,392.0,,,1/11/2013 19:30,,0,0,1/11/2013 17:24,12.92732,77.63575,12.986284,77.735245,,,0
170,133544,22715,12,,2,1021.0,353.0,,,1/11/2013 20:30,,0,0,1/11/2013 17:37,13.02853,77.54625,13.03241,77.59914,,,0
171,133547,22719,65,,2,393.0,1038.0,,,1/12/2013 16:45,,1,0,1/11/2013 18:00,13.19956,77.70688,12.981266,77.637162,,,0
172,133549,22722,12,,2,1147.0,393.0,,,1/11/2013 23:00,,0,0,1/11/2013 18:11,13.03064,77.6491,13.19956,77.70688,,,0
173,133556,22459,12,,2,115.0,363.0,,,1/11/2013 21:00,,0,0,1/11/2013 19:30,12.99319,77.54472,12.99287,77.71662,,,0
174,133559,22727,85,,2,988.0,1384.0,,,1/11/2013 22:00,,1,0,1/11/2013 19:43,12.95365,77.62137,13.02853,77.54625,,,0
175,133561,22727,85,,2,1384.0,988.0,,,1/12/2013 0:00,,0,0,1/11/2013 20:03,13.02853,77.54625,12.95365,77.62137,,,0
176,133573,16614,12,,2,1384.0,1130.0,,,1/12/2013 7:30,,0,0,1/11/2013 21:05,13.02853,77.54625,12.93711,77.60171,,,0
177,133575,17664,12,,2,767.0,1234.0,,,1/12/2013 11:30,,1,0,1/11/2013 21:10,12.9122,77.51043,12.98635,77.58203,,,0
178,133576,40790,12,,2,147.0,393.0,,,1/12/2013 4:00,,0,0,1/11/2013 21:17,12.977544,77.6688,13.19956,77.70688,,,0
179,133586,22746,12,,2,393.0,271.0,,,1/12/2013 18:00,,1,0,1/11/2013 22:16,13.19956,77.70688,12.95641,77.64076,,,0
180,133593,22752,12,,2,414.0,968.0,,,1/12/2013 6:45,,0,0,1/11/2013 23:23,13.00397,77.59964,12.96555,77.61912,,,0
181,133612,868,12,2.0,3,219.0,,,,1/12/2013 11:00,,0,0,1/12/2013 9:39,12.97029,77.56597,,,,,0
182,133617,22763,12,,2,667.0,142.0,,,1/12/2013 16:00,,0,0,1/12/2013 10:05,12.97165,77.51316,12.91281,77.60923,,,0
183,133619,81,12,,2,97.0,484.0,,,1/15/2013 7:15,,0,0,1/12/2013 10:23,12.97943,77.66125,12.90013,77.48279,,,0
184,133628,14994,28,,2,1323.0,585.0,,,1/12/2013 14:00,,0,0,1/12/2013 11:35,12.869805,77.653211,12.97677,77.5727,,,0
185,133631,22769,85,,2,393.0,571.0,,,1/12/2013 20:15,,1,0,1/12/2013 12:06,13.19956,77.70688,12.95185,77.69642,,,0
